transaction_id,line_id,date,period,account_code,account_name,debit,credit,description,source_doc
JE-000228,JE-000228-2,2025-03-15,2025-03,1000,Cash,0,1179.55,Office supplies,EXP-40184
JE-000229,JE-000229-1,2025-03-15,2025-03,6900,Utilities,2196.9,0,Utilities,UTIL-40185
JE-000229,JE-000229-2,2025-03-15,2025-03,1000,Cash,0,2196.9,Utilities,UTIL-40185
JE-000230,JE-000230-1,2025-03-31,2025-03,1000,Cash,242442.84,0,Customer collections on account,COLL-2025-03
JE-000230,JE-000230-2,2025-03-31,2025-03,1100,Accounts Receivable,0,242442.84,Customer collections on account,COLL-2025-03
JE-000231,JE-000231-1,2025-03-31,2025-03,2000,Accounts Payable,84234.57,0,Vendor payments on account,PMT-2025-03
JE-000231,JE-000231-2,2025-03-31,2025-03,1000,Cash,0,84234.57,Vendor payments on account,PMT-2025-03
JE-000232,JE-000232-1,2025-04-30,2025-04,1100,Accounts Receivable,271314.62,0,Monthly SaaS subscription revenue recognized,SUB-40186
JE-000232,JE-000232-2,2025-04-30,2025-04,4000,Product Revenue,0,271314.62,Monthly SaaS subscription revenue recognized,SUB-40186
JE-000233,JE-000233-1,2025-04-30,2025-04,1100,Accounts Receivable,31767.48,0,Professional services revenue recognized,SVC-40187
JE-000233,JE-000233-2,2025-04-30,2025-04,4100,Service Revenue,0,31767.48,Professional services revenue recognized,SVC-40187
JE-000234,JE-000234-1,2025-04-30,2025-04,5000,Cost of Goods Sold,87309.78,0,Hosting infrastructure & customer support costs,INV-40188
JE-000234,JE-000234-2,2025-04-30,2025-04,2000,Accounts Payable,0,87309.78,Hosting infrastructure & customer support costs,INV-40188
JE-000235,JE-000235-1,2025-04-05,2025-04,6000,Salaries & Wages,121583.77,0,Payroll run,PR-40189
JE-000235,JE-000235-2,2025-04-05,2025-04,1000,Cash,0,121583.77,Payroll run,PR-40189
JE-000236,JE-000236-1,2025-04-05,2025-04,6100,Employee Benefits,25733.57,0,Employee benefits & payroll taxes,PR-40190
JE-000236,JE-000236-2,2025-04-05,2025-04,1000,Cash,0,25733.57,Employee benefits & payroll taxes,PR-40190
JE-000237,JE-000237-1,2025-04-15,2025-04,6200,Software & Subscriptions,9223.19,0,Recurring SaaS tooling subscriptions,SUB-40191
JE-000237,JE-000237-2,2025-04-15,2025-04,1000,Cash,0,9223.19,Recurring SaaS tooling subscriptions,SUB-40191
JE-000238,JE-000238-1,2025-04-15,2025-04,6300,Marketing & Advertising,18592.75,0,Digital advertising & agency fees,INV-40192
JE-000238,JE-000238-2,2025-04-15,2025-04,2000,Accounts Payable,0,18592.75,Digital advertising & agency fees,INV-40192
JE-000239,JE-000239-1,2025-04-15,2025-04,6400,Travel & Entertainment,4353.17,0,Employee travel & client entertainment,EXP-40193
JE-000239,JE-000239-2,2025-04-15,2025-04,1000,Cash,0,4353.17,Employee travel & client entertainment,EXP-40193
JE-000240,JE-000240-1,2025-04-15,2025-04,6500,Professional Fees,6399.92,0,"Legal, audit & advisory fees",INV-40194
JE-000240,JE-000240-2,2025-04-15,2025-04,2000,Accounts Payable,0,6399.92,"Legal, audit & advisory fees",INV-40194
JE-000241,JE-000241-1,2025-04-05,2025-04,6600,Rent & Facilities,12000,0,Office lease payment,LEASE-40195
JE-000241,JE-000241-2,2025-04-05,2025-04,1000,Cash,0,12000,Office lease payment,LEASE-40195
JE-000242,JE-000242-1,2025-04-05,2025-04,1500,Fixed Assets,8584.15,0,Capital expenditure — equipment & software capitalization,CAPEX-40196
JE-000242,JE-000242-2,2025-04-05,2025-04,1000,Cash,0,8584.15,Capital expenditure — equipment & software capitalization,CAPEX-40196
JE-000243,JE-000243-1,2025-04-30,2025-04,6700,Depreciation,2000,0,Monthly depreciation expense,DEP-2025-04
JE-000243,JE-000243-2,2025-04-30,2025-04,1600,Accumulated Depreciation,0,2000,Monthly depreciation expense,DEP-2025-04
JE-000244,JE-000244-1,2025-04-15,2025-04,6800,Office Supplies,965.12,0,Office supplies,EXP-40197
JE-000244,JE-000244-2,2025-04-15,2025-04,1000,Cash,0,965.12,Office supplies,EXP-40197
JE-000245,JE-000245-1,2025-04-15,2025-04,6900,Utilities,2012.5,0,Utilities,UTIL-40198
JE-000245,JE-000245-2,2025-04-15,2025-04,1000,Cash,0,2012.5,Utilities,UTIL-40198
JE-000246,JE-000246-1,2025-04-30,2025-04,1000,Cash,257619.78,0,Customer collections on account,COLL-2025-04
JE-000246,JE-000246-2,2025-04-30,2025-04,1100,Accounts Receivable,0,257619.78,Customer collections on account,COLL-2025-04
JE-000247,JE-000247-1,2025-04-30,2025-04,2000,Accounts Payable,89841.95,0,Vendor payments on account,PMT-2025-04
JE-000247,JE-000247-2,2025-04-30,2025-04,1000,Cash,0,89841.95,Vendor payments on account,PMT-2025-04
JE-000248,JE-000248-1,2025-05-31,2025-05,1100,Accounts Receivable,267836.27,0,Monthly SaaS subscription revenue recognized,SUB-40199
JE-000248,JE-000248-2,2025-05-31,2025-05,4000,Product Revenue,0,267836.27,Monthly SaaS subscription revenue recognized,SUB-40199
JE-000249,JE-000249-1,2025-05-31,2025-05,1100,Accounts Receivable,30862.59,0,Professional services revenue recognized,SVC-40200
JE-000249,JE-000249-2,2025-05-31,2025-05,4100,Service Revenue,0,30862.59,Professional services revenue recognized,SVC-40200
JE-000250,JE-000250-1,2025-05-31,2025-05,5000,Cost of Goods Sold,85924.47,0,Hosting infrastructure & customer support costs,INV-40201
JE-000250,JE-000250-2,2025-05-31,2025-05,2000,Accounts Payable,0,85924.47,Hosting infrastructure & customer support costs,INV-40201
JE-000251,JE-000251-1,2025-05-05,2025-05,6000,Salaries & Wages,118000.29,0,Payroll run,PR-40202
JE-000251,JE-000251-2,2025-05-05,2025-05,1000,Cash,0,118000.29,Payroll run,PR-40202
JE-000252,JE-000252-1,2025-05-05,2025-05,6100,Employee Benefits,24851.49,0,Employee benefits & payroll taxes,PR-40203
JE-000252,JE-000252-2,2025-05-05,2025-05,1000,Cash,0,24851.49,Employee benefits & payroll taxes,PR-40203
JE-000253,JE-000253-1,2025-05-15,2025-05,6200,Software & Subscriptions,10684.45,0,Recurring SaaS tooling subscriptions,SUB-40204
JE-000253,JE-000253-2,2025-05-15,2025-05,1000,Cash,0,10684.45,Recurring SaaS tooling subscriptions,SUB-40204
JE-000254,JE-000254-1,2025-05-15,2025-05,6300,Marketing & Advertising,17315.46,0,Digital advertising & agency fees,INV-40205
JE-000254,JE-000254-2,2025-05-15,2025-05,2000,Accounts Payable,0,17315.46,Digital advertising & agency fees,INV-40205
JE-000255,JE-000255-1,2025-05-15,2025-05,6400,Travel & Entertainment,3995.37,0,Employee travel & client entertainment,EXP-40206
JE-000255,JE-000255-2,2025-05-15,2025-05,1000,Cash,0,3995.37,Employee travel & client entertainment,EXP-40206
JE-000256,JE-000256-1,2025-05-15,2025-05,6500,Professional Fees,5484.77,0,"Legal, audit & advisory fees",INV-40207
JE-000256,JE-000256-2,2025-05-15,2025-05,2000,Accounts Payable,0,5484.77,"Legal, audit & advisory fees",INV-40207
JE-000257,JE-000257-1,2025-05-05,2025-05,6600,Rent & Facilities,12000,0,Office lease payment,LEASE-40208
JE-000257,JE-000257-2,2025-05-05,2025-05,1000,Cash,0,12000,Office lease payment,LEASE-40208
JE-000258,JE-000258-1,2025-05-31,2025-05,6700,Depreciation,2000,0,Monthly depreciation expense,DEP-2025-05
JE-000258,JE-000258-2,2025-05-31,2025-05,1600,Accumulated Depreciation,0,2000,Monthly depreciation expense,DEP-2025-05
JE-000259,JE-000259-1,2025-05-15,2025-05,6800,Office Supplies,1111.27,0,Office supplies,EXP-40209
JE-000259,JE-000259-2,2025-05-15,2025-05,1000,Cash,0,1111.27,Office supplies,EXP-40209
JE-000260,JE-000260-1,2025-05-15,2025-05,6900,Utilities,2128.06,0,Utilities,UTIL-40210
JE-000260,JE-000260-2,2025-05-15,2025-05,1000,Cash,0,2128.06,Utilities,UTIL-40210
JE-000261,JE-000261-1,2025-05-31,2025-05,1000,Cash,253894.03,0,Customer collections on account,COLL-2025-05
JE-000261,JE-000261-2,2025-05-31,2025-05,1100,Accounts Receivable,0,253894.03,Customer collections on account,COLL-2025-05
JE-000262,JE-000262-1,2025-05-31,2025-05,2000,Accounts Payable,86979.77,0,Vendor payments on account,PMT-2025-05
JE-000262,JE-000262-2,2025-05-31,2025-05,1000,Cash,0,86979.77,Vendor payments on account,PMT-2025-05
JE-000263,JE-000263-1,2025-06-30,2025-06,1100,Accounts Receivable,287561.36,0,Monthly SaaS subscription revenue recognized,SUB-40211
JE-000263,JE-000263-2,2025-06-30,2025-06,4000,Product Revenue,0,287561.36,Monthly SaaS subscription revenue recognized,SUB-40211
JE-000264,JE-000264-1,2025-06-30,2025-06,1100,Accounts Receivable,27088.5,0,Professional services revenue recognized,SVC-40212
JE-000264,JE-000264-2,2025-06-30,2025-06,4100,Service Revenue,0,27088.5,Professional services revenue recognized,SVC-40212
JE-000265,JE-000265-1,2025-06-30,2025-06,5000,Cost of Goods Sold,92897.67,0,Hosting infrastructure & customer support costs,INV-40213
JE-000265,JE-000265-2,2025-06-30,2025-06,2000,Accounts Payable,0,92897.67,Hosting infrastructure & customer support costs,INV-40213
JE-000266,JE-000266-1,2025-06-05,2025-06,6000,Salaries & Wages,119999.02,0,Payroll run,PR-40214
JE-000266,JE-000266-2,2025-06-05,2025-06,1000,Cash,0,119999.02,Payroll run,PR-40214
JE-000267,JE-000267-1,2025-06-05,2025-06,6100,Employee Benefits,25278.91,0,Employee benefits & payroll taxes,PR-40215
JE-000267,JE-000267-2,2025-06-05,2025-06,1000,Cash,0,25278.91,Employee benefits & payroll taxes,PR-40215
JE-000268,JE-000268-1,2025-06-15,2025-06,6200,Software & Subscriptions,9638.21,0,Recurring SaaS tooling subscriptions,SUB-40216
JE-000268,JE-000268-2,2025-06-15,2025-06,1000,Cash,0,9638.21,Recurring SaaS tooling subscriptions,SUB-40216
JE-000269,JE-000269-1,2025-06-15,2025-06,6300,Marketing & Advertising,17396.19,0,Digital advertising & agency fees,INV-40217
JE-000269,JE-000269-2,2025-06-15,2025-06,2000,Accounts Payable,0,17396.19,Digital advertising & agency fees,INV-40217
JE-000270,JE-000270-1,2025-06-15,2025-06,6400,Travel & Entertainment,3676.52,0,Employee travel & client entertainment,EXP-40218
JE-000270,JE-000270-2,2025-06-15,2025-06,1000,Cash,0,3676.52,Employee travel & client entertainment,EXP-40218
JE-000271,JE-000271-1,2025-06-15,2025-06,6500,Professional Fees,5723.56,0,"Legal, audit & advisory fees",INV-40219
JE-000271,JE-000271-2,2025-06-15,2025-06,2000,Accounts Payable,0,5723.56,"Legal, audit & advisory fees",INV-40219
JE-000272,JE-000272-1,2025-06-05,2025-06,6600,Rent & Facilities,12000,0,Office lease payment,LEASE-40220
JE-000272,JE-000272-2,2025-06-05,2025-06,1000,Cash,0,12000,Office lease payment,LEASE-40220
JE-000273,JE-000273-1,2025-06-30,2025-06,6700,Depreciation,2000,0,Monthly depreciation expense,DEP-2025-06
JE-000273,JE-000273-2,2025-06-30,2025-06,1600,Accumulated Depreciation,0,2000,Monthly depreciation expense,DEP-2025-06
JE-000274,JE-000274-1,2025-06-15,2025-06,6800,Office Supplies,972.04,0,Office supplies,EXP-40221
JE-000274,JE-000274-2,2025-06-15,2025-06,1000,Cash,0,972.04,Office supplies,EXP-40221
JE-000275,JE-000275-1,2025-06-15,2025-06,6900,Utilities,2339.3,0,Utilities,UTIL-40222
JE-000275,JE-000275-2,2025-06-15,2025-06,1000,Cash,0,2339.3,Utilities,UTIL-40222
JE-000276,JE-000276-1,2025-06-30,2025-06,1000,Cash,267452.38,0,Customer collections on account,COLL-2025-06
JE-000276,JE-000276-2,2025-06-30,2025-06,1100,Accounts Receivable,0,267452.38,Customer collections on account,COLL-2025-06
JE-000277,JE-000277-1,2025-06-30,2025-06,2000,Accounts Payable,92813.94,0,Vendor payments on account,PMT-2025-06
JE-000277,JE-000277-2,2025-06-30,2025-06,1000,Cash,0,92813.94,Vendor payments on account,PMT-2025-06
JE-000278,JE-000278-1,2025-07-31,2025-07,1100,Accounts Receivable,286901.43,0,Monthly SaaS subscription revenue recognized,SUB-40223
JE-000278,JE-000278-2,2025-07-31,2025-07,4000,Product Revenue,0,286901.43,Monthly SaaS subscription revenue recognized,SUB-40223
JE-000279,JE-000279-1,2025-07-31,2025-07,1100,Accounts Receivable,28864.18,0,Professional services revenue recognized,SVC-40224
JE-000279,JE-000279-2,2025-07-31,2025-07,4100,Service Revenue,0,28864.18,Professional services revenue recognized,SVC-40224
JE-000280,JE-000280-1,2025-07-31,2025-07,5000,Cost of Goods Sold,87295,0,Hosting infrastructure & customer support costs,INV-40225
JE-000280,JE-000280-2,2025-07-31,2025-07,2000,Accounts Payable,0,87295,Hosting infrastructure & customer support costs,INV-40225
JE-000281,JE-000281-1,2025-07-05,2025-07,6000,Salaries & Wages,130995.57,0,Payroll run,PR-40226
JE-000281,JE-000281-2,2025-07-05,2025-07,1000,Cash,0,130995.57,Payroll run,PR-40226
JE-000282,JE-000282-1,2025-07-05,2025-07,6100,Employee Benefits,27968.58,0,Employee benefits & payroll taxes,PR-40227
JE-000282,JE-000282-2,2025-07-05,2025-07,1000,Cash,0,27968.58,Employee benefits & payroll taxes,PR-40227
JE-000283,JE-000283-1,2025-07-15,2025-07,6200,Software & Subscriptions,11166.13,0,Recurring SaaS tooling subscriptions,SUB-40228
JE-000283,JE-000283-2,2025-07-15,2025-07,1000,Cash,0,11166.13,Recurring SaaS tooling subscriptions,SUB-40228
JE-000284,JE-000284-1,2025-07-15,2025-07,6300,Marketing & Advertising,17972.92,0,Digital advertising & agency fees,INV-40229
JE-000284,JE-000284-2,2025-07-15,2025-07,2000,Accounts Payable,0,17972.92,Digital advertising & agency fees,INV-40229
JE-000285,JE-000285-1,2025-07-15,2025-07,6400,Travel & Entertainment,4028.82,0,Employee travel & client entertainment,EXP-40230
JE-000285,JE-000285-2,2025-07-15,2025-07,1000,Cash,0,4028.82,Employee travel & client entertainment,EXP-40230
JE-000286,JE-000286-1,2025-07-15,2025-07,6500,Professional Fees,5833.86,0,"Legal, audit & advisory fees",INV-40231
JE-000286,JE-000286-2,2025-07-15,2025-07,2000,Accounts Payable,0,5833.86,"Legal, audit & advisory fees",INV-40231
JE-000287,JE-000287-1,2025-07-05,2025-07,6600,Rent & Facilities,13200,0,Office lease payment,LEASE-40232
JE-000287,JE-000287-2,2025-07-05,2025-07,1000,Cash,0,13200,Office lease payment,LEASE-40232
JE-000288,JE-000288-1,2025-07-05,2025-07,1500,Fixed Assets,8490.71,0,Capital expenditure — equipment & software capitalization,CAPEX-40233
JE-000288,JE-000288-2,2025-07-05,2025-07,1000,Cash,0,8490.71,Capital expenditure — equipment & software capitalization,CAPEX-40233
JE-000289,JE-000289-1,2025-07-31,2025-07,6700,Depreciation,2000,0,Monthly depreciation expense,DEP-2025-07
JE-000289,JE-000289-2,2025-07-31,2025-07,1600,Accumulated Depreciation,0,2000,Monthly depreciation expense,DEP-2025-07
JE-000290,JE-000290-1,2025-07-15,2025-07,6800,Office Supplies,1010.96,0,Office supplies,EXP-40234
JE-000290,JE-000290-2,2025-07-15,2025-07,1000,Cash,0,1010.96,Office supplies,EXP-40234
JE-000291,JE-000291-1,2025-07-15,2025-07,6900,Utilities,2140.4,0,Utilities,UTIL-40235
JE-000291,JE-000291-2,2025-07-15,2025-07,1000,Cash,0,2140.4,Utilities,UTIL-40235
JE-000292,JE-000292-1,2025-07-31,2025-07,1000,Cash,268400.77,0,Customer collections on account,COLL-2025-07
JE-000292,JE-000292-2,2025-07-31,2025-07,1100,Accounts Receivable,0,268400.77,Customer collections on account,COLL-2025-07
JE-000293,JE-000293-1,2025-07-31,2025-07,2000,Accounts Payable,88881.43,0,Vendor payments on account,PMT-2025-07
JE-000293,JE-000293-2,2025-07-31,2025-07,1000,Cash,0,88881.43,Vendor payments on account,PMT-2025-07
JE-000294,JE-000294-1,2025-08-31,2025-08,1100,Accounts Receivable,294047.51,0,Monthly SaaS subscription revenue recognized,SUB-40236
JE-000294,JE-000294-2,2025-08-31,2025-08,4000,Product Revenue,0,294047.51,Monthly SaaS subscription revenue recognized,SUB-40236
JE-000295,JE-000295-1,2025-08-31,2025-08,1100,Accounts Receivable,32571.84,0,Professional services revenue recognized,SVC-40237
JE-000295,JE-000295-2,2025-08-31,2025-08,4100,Service Revenue,0,32571.84,Professional services revenue recognized,SVC-40237
JE-000296,JE-000296-1,2025-08-31,2025-08,5000,Cost of Goods Sold,91778.18,0,Hosting infrastructure & customer support costs,INV-40238
JE-000296,JE-000296-2,2025-08-31,2025-08,2000,Accounts Payable,0,91778.18,Hosting infrastructure & customer support costs,INV-40238
JE-000297,JE-000297-1,2025-08-05,2025-08,6000,Salaries & Wages,130693.07,0,Payroll run,PR-40239
JE-000297,JE-000297-2,2025-08-05,2025-08,1000,Cash,0,130693.07,Payroll run,PR-40239
JE-000298,JE-000298-1,2025-08-05,2025-08,6100,Employee Benefits,28057.61,0,Employee benefits & payroll taxes,PR-40240
JE-000298,JE-000298-2,2025-08-05,2025-08,1000,Cash,0,28057.61,Employee benefits & payroll taxes,PR-40240
JE-000299,JE-000299-1,2025-08-15,2025-08,6200,Software & Subscriptions,9800.91,0,Recurring SaaS tooling subscriptions,SUB-40241
JE-000299,JE-000299-2,2025-08-15,2025-08,1000,Cash,0,9800.91,Recurring SaaS tooling subscriptions,SUB-40241
JE-000300,JE-000300-1,2025-08-15,2025-08,6300,Marketing & Advertising,19503.76,0,Digital advertising & agency fees,INV-40242
JE-000300,JE-000300-2,2025-08-15,2025-08,2000,Accounts Payable,0,19503.76,Digital advertising & agency fees,INV-40242
JE-000301,JE-000301-1,2025-08-15,2025-08,6400,Travel & Entertainment,3440.06,0,Employee travel & client entertainment,EXP-40243
JE-000301,JE-000301-2,2025-08-15,2025-08,1000,Cash,0,3440.06,Employee travel & client entertainment,EXP-40243
JE-000302,JE-000302-1,2025-08-15,2025-08,6500,Professional Fees,6205.32,0,"Legal, audit & advisory fees",INV-40244
JE-000302,JE-000302-2,2025-08-15,2025-08,2000,Accounts Payable,0,6205.32,"Legal, audit & advisory fees",INV-40244
JE-000303,JE-000303-1,2025-08-05,2025-08,6600,Rent & Facilities,13200,0,Office lease payment,LEASE-40245
JE-000303,JE-000303-2,2025-08-05,2025-08,1000,Cash,0,13200,Office lease payment,LEASE-40245
JE-000304,JE-000304-1,2025-08-31,2025-08,6700,Depreciation,2000,0,Monthly depreciation expense,DEP-2025-08
JE-000304,JE-000304-2,2025-08-31,2025-08,1600,Accumulated Depreciation,0,2000,Monthly depreciation expense,DEP-2025-08
JE-000305,JE-000305-1,2025-08-15,2025-08,6800,Office Supplies,1125.53,0,Office supplies,EXP-40246
JE-000305,JE-000305-2,2025-08-15,2025-08,1000,Cash,0,1125.53,Office supplies,EXP-40246
JE-000306,JE-000306-1,2025-08-15,2025-08,6900,Utilities,2435.78,0,Utilities,UTIL-40247
JE-000306,JE-000306-2,2025-08-15,2025-08,1000,Cash,0,2435.78,Utilities,UTIL-40247
JE-000307,JE-000307-1,2025-08-31,2025-08,1000,Cash,277626.44,0,Customer collections on account,COLL-2025-08
JE-000307,JE-000307-2,2025-08-31,2025-08,1100,Accounts Receivable,0,277626.44,Customer collections on account,COLL-2025-08
JE-000308,JE-000308-1,2025-08-31,2025-08,2000,Accounts Payable,93989.8,0,Vendor payments on account,PMT-2025-08
JE-000308,JE-000308-2,2025-08-31,2025-08,1000,Cash,0,93989.8,Vendor payments on account,PMT-2025-08
JE-000309,JE-000309-1,2025-09-30,2025-09,1100,Accounts Receivable,309023.69,0,Monthly SaaS subscription revenue recognized,SUB-40248
JE-000309,JE-000309-2,2025-09-30,2025-09,4000,Product Revenue,0,309023.69,Monthly SaaS subscription revenue recognized,SUB-40248
JE-000310,JE-000310-1,2025-09-30,2025-09,1100,Accounts Receivable,29432.38,0,Professional services revenue recognized,SVC-40249
JE-000310,JE-000310-2,2025-09-30,2025-09,4100,Service Revenue,0,29432.38,Professional services revenue recognized,SVC-40249
JE-000311,JE-000311-1,2025-09-30,2025-09,5000,Cost of Goods Sold,94822.41,0,Hosting infrastructure & customer support costs,INV-40250
JE-000311,JE-000311-2,2025-09-30,2025-09,2000,Accounts Payable,0,94822.41,Hosting infrastructure & customer support costs,INV-40250
JE-000312,JE-000312-1,2025-09-05,2025-09,6000,Salaries & Wages,127371.3,0,Payroll run,PR-40251
JE-000312,JE-000312-2,2025-09-05,2025-09,1000,Cash,0,127371.3,Payroll run,PR-40251
JE-000313,JE-000313-1,2025-09-05,2025-09,6100,Employee Benefits,28705.46,0,Employee benefits & payroll taxes,PR-40252
JE-000313,JE-000313-2,2025-09-05,2025-09,1000,Cash,0,28705.46,Employee benefits & payroll taxes,PR-40252
JE-000314,JE-000314-1,2025-09-15,2025-09,6200,Software & Subscriptions,10194.04,0,Recurring SaaS tooling subscriptions,SUB-40253
JE-000314,JE-000314-2,2025-09-15,2025-09,1000,Cash,0,10194.04,Recurring SaaS tooling subscriptions,SUB-40253
JE-000315,JE-000315-1,2025-09-15,2025-09,6300,Marketing & Advertising,19372.96,0,Digital advertising & agency fees,INV-40254
JE-000315,JE-000315-2,2025-09-15,2025-09,2000,Accounts Payable,0,19372.96,Digital advertising & agency fees,INV-40254
JE-000316,JE-000316-1,2025-09-15,2025-09,6400,Travel & Entertainment,15519.54,0,Employee travel & client entertainment,EXP-40255
JE-000316,JE-000316-2,2025-09-15,2025-09,1000,Cash,0,15519.54,Employee travel & client entertainment,EXP-40255
JE-000317,JE-000317-1,2025-09-15,2025-09,6500,Professional Fees,6594.09,0,"Legal, audit & advisory fees",INV-40256
JE-000317,JE-000317-2,2025-09-15,2025-09,2000,Accounts Payable,0,6594.09,"Legal, audit & advisory fees",INV-40256
JE-000318,JE-000318-1,2025-09-05,2025-09,6600,Rent & Facilities,13200,0,Office lease payment,LEASE-40257
JE-000318,JE-000318-2,2025-09-05,2025-09,1000,Cash,0,13200,Office lease payment,LEASE-40257
JE-000319,JE-000319-1,2025-09-30,2025-09,6700,Depreciation,2000,0,Monthly depreciation expense,DEP-2025-09
JE-000319,JE-000319-2,2025-09-30,2025-09,1600,Accumulated Depreciation,0,2000,Monthly depreciation expense,DEP-2025-09
JE-000320,JE-000320-1,2025-09-15,2025-09,6800,Office Supplies,1093.77,0,Office supplies,EXP-40258
JE-000320,JE-000320-2,2025-09-15,2025-09,1000,Cash,0,1093.77,Office supplies,EXP-40258
JE-000321,JE-000321-1,2025-09-15,2025-09,6900,Utilities,2189.44,0,Utilities,UTIL-40259
JE-000321,JE-000321-2,2025-09-15,2025-09,1000,Cash,0,2189.44,Utilities,UTIL-40259
JE-000322,JE-000322-1,2025-09-30,2025-09,1000,Cash,287687.66,0,Customer collections on account,COLL-2025-09
JE-000322,JE-000322-2,2025-09-30,2025-09,1100,Accounts Receivable,0,287687.66,Customer collections on account,COLL-2025-09
JE-000323,JE-000323-1,2025-09-30,2025-09,2000,Accounts Payable,96631.57,0,Vendor payments on account,PMT-2025-09
JE-000323,JE-000323-2,2025-09-30,2025-09,1000,Cash,0,96631.57,Vendor payments on account,PMT-2025-09
JE-000324,JE-000324-1,2025-10-31,2025-10,1100,Accounts Receivable,306781.46,0,Monthly SaaS subscription revenue recognized,SUB-40260
JE-000324,JE-000324-2,2025-10-31,2025-10,4000,Product Revenue,0,306781.46,Monthly SaaS subscription revenue recognized,SUB-40260
JE-000325,JE-000325-1,2025-10-31,2025-10,1100,Accounts Receivable,37697.54,0,Professional services revenue recognized,SVC-40261
JE-000325,JE-000325-2,2025-10-31,2025-10,4100,Service Revenue,0,37697.54,Professional services revenue recognized,SVC-40261
JE-000326,JE-000326-1,2025-10-31,2025-10,5000,Cost of Goods Sold,98273.22,0,Hosting infrastructure & customer support costs,INV-40262
JE-000326,JE-000326-2,2025-10-31,2025-10,2000,Accounts Payable,0,98273.22,Hosting infrastructure & customer support costs,INV-40262
JE-000327,JE-000327-1,2025-10-05,2025-10,6000,Salaries & Wages,130815.35,0,Payroll run,PR-40263
JE-000327,JE-000327-2,2025-10-05,2025-10,1000,Cash,0,130815.35,Payroll run,PR-40263
JE-000328,JE-000328-1,2025-10-05,2025-10,6100,Employee Benefits,29614.84,0,Employee benefits & payroll taxes,PR-40264
JE-000328,JE-000328-2,2025-10-05,2025-10,1000,Cash,0,29614.84,Employee benefits & payroll taxes,PR-40264
JE-000329,JE-000329-1,2025-10-15,2025-10,6200,Software & Subscriptions,42000,0,One-time ERP/finance-system implementation — vendor SOW,INV-40265
JE-000329,JE-000329-2,2025-10-15,2025-10,2000,Accounts Payable,0,42000,One-time ERP/finance-system implementation — vendor SOW,INV-40265
JE-000330,JE-000330-1,2025-10-15,2025-10,6200,Software & Subscriptions,10544.97,0,Recurring SaaS tooling subscriptions,SUB-40266
JE-000330,JE-000330-2,2025-10-15,2025-10,1000,Cash,0,10544.97,Recurring SaaS tooling subscriptions,SUB-40266
JE-000331,JE-000331-1,2025-10-15,2025-10,6300,Marketing & Advertising,29073.16,0,Digital advertising & agency fees,INV-40267
JE-000331,JE-000331-2,2025-10-15,2025-10,2000,Accounts Payable,0,29073.16,Digital advertising & agency fees,INV-40267
JE-000332,JE-000332-1,2025-10-15,2025-10,6400,Travel & Entertainment,4286.76,0,Employee travel & client entertainment,EXP-40268
JE-000332,JE-000332-2,2025-10-15,2025-10,1000,Cash,0,4286.76,Employee travel & client entertainment,EXP-40268
JE-000333,JE-000333-1,2025-10-15,2025-10,6500,Professional Fees,6111.24,0,"Legal, audit & advisory fees",INV-40269
JE-000333,JE-000333-2,2025-10-15,2025-10,2000,Accounts Payable,0,6111.24,"Legal, audit & advisory fees",INV-40269
JE-000334,JE-000334-1,2025-10-05,2025-10,6600,Rent & Facilities,13200,0,Office lease payment,LEASE-40270
JE-000334,JE-000334-2,2025-10-05,2025-10,1000,Cash,0,13200,Office lease payment,LEASE-40270
JE-000335,JE-000335-1,2025-10-05,2025-10,1500,Fixed Assets,9513.81,0,Capital expenditure — equipment & software capitalization,CAPEX-40271
JE-000335,JE-000335-2,2025-10-05,2025-10,1000,Cash,0,9513.81,Capital expenditure — equipment & software capitalization,CAPEX-40271
JE-000336,JE-000336-1,2025-10-31,2025-10,6700,Depreciation,2000,0,Monthly depreciation expense,DEP-2025-10
JE-000336,JE-000336-2,2025-10-31,2025-10,1600,Accumulated Depreciation,0,2000,Monthly depreciation expense,DEP-2025-10
JE-000337,JE-000337-1,2025-10-15,2025-10,6800,Office Supplies,1392.93,0,Office supplies,EXP-40272
JE-000337,JE-000337-2,2025-10-15,2025-10,1000,Cash,0,1392.93,Office supplies,EXP-40272
JE-000338,JE-000338-1,2025-10-15,2025-10,6900,Utilities,2074.64,0,Utilities,UTIL-40273
JE-000338,JE-000338-2,2025-10-15,2025-10,1000,Cash,0,2074.64,Utilities,UTIL-40273
JE-000339,JE-000339-1,2025-10-31,2025-10,1000,Cash,292807.15,0,Customer collections on account,COLL-2025-10
JE-000339,JE-000339-2,2025-10-31,2025-10,1100,Accounts Receivable,0,292807.15,Customer collections on account,COLL-2025-10
JE-000340,JE-000340-1,2025-10-31,2025-10,2000,Accounts Payable,106766.09,0,Vendor payments on account,PMT-2025-10
JE-000340,JE-000340-2,2025-10-31,2025-10,1000,Cash,0,106766.09,Vendor payments on account,PMT-2025-10
JE-000341,JE-000341-1,2025-11-30,2025-11,1100,Accounts Receivable,326057.67,0,Monthly SaaS subscription revenue recognized,SUB-40274
JE-000341,JE-000341-2,2025-11-30,2025-11,4000,Product Revenue,0,326057.67,Monthly SaaS subscription revenue recognized,SUB-40274
